"Labor force data by county, not seasonally adjusted, February 2020-March 2021(p)",,,,,,,,
--------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,
                 ,  FIPS Codes  ,                                          ,           ,  Civilian  ,            ,     Unemployed,,
 CN5155000000000 ,51,550," Chesapeake city, VA                      ",   Mar-20  ,"124,978","121,503","3,475",2.8
 CN5157000000000 ,51,570," Colonial Heights city, VA                ",   Mar-20  ,"8,625","8,370",255,3
 CN5158000000000 ,51,580," Covington city, VA                       ",   Mar-20  ,"2,417","2,288",129,5.3
 CN5159000000000 ,51,590," Danville city, VA                        ",   Mar-20  ,"19,240","18,217","1,023",5.3
 CN5159500000000 ,51,595," Emporia city, VA                         ",   Mar-20  ,"2,284","2,185",99,4.3
 CN5160000000000 ,51,600," Fairfax city, VA                         ",   Mar-20  ,"13,361","13,083",278,2.1
 CN5161000000000 ,51,610," Falls Church city, VA                    ",   Mar-20  ,"8,647","8,477",170,2
 CN5162000000000 ,51,620," Franklin city, VA                        ",   Mar-20  ,"3,591","3,468",123,3.4
 CN5163000000000 ,51,630," Fredericksburg city, VA                  ",   Mar-20  ,"14,339","13,897",442,3.1
 CN5164000000000 ,51,640," Galax city, VA                           ",   Mar-20  ,"2,958","2,794",164,5.5
 CN5165000000000 ,51,650," Hampton city, VA                         ",   Mar-20  ,"65,086","62,710","2,376",3.7
 CN5166000000000 ,51,660," Harrisonburg city, VA                    ",   Mar-20  ,"24,923","24,147",776,3.1
 CN5167000000000 ,51,670," Hopewell city, VA                        ",   Mar-20  ,"9,731","9,325",406,4.2
 CN5167800000000 ,51,678," Lexington city, VA                       ",   Mar-20  ,"2,146","2,059",87,4.1
 CN5168000000000 ,51,680," Lynchburg city, VA                       ",   Mar-20  ,"36,596","35,268","1,328",3.6
 CN5168300000000 ,51,683," Manassas city, VA                        ",   Mar-20  ,"22,151","21,594",557,2.5
 CN5168500000000 ,51,685," Manassas Park city, VA                   ",   Mar-20  ,"9,613","9,383",230,2.4
 CN5169000000000 ,51,690," Martinsville city, VA                    ",   Mar-20  ,"5,475","5,238",237,4.3
 CN5170000000000 ,51,700," Newport News city, VA                    ",   Mar-20  ,"90,186","87,032","3,154",3.5
 CN5171000000000 ,51,710," Norfolk city, VA                         ",   Mar-20  ,"112,216","108,439","3,777",3.4
 CN5172000000000 ,51,720," Norton city, VA                          ",   Mar-20  ,"1,691","1,616",75,4.4
 CN5173000000000 ,51,730," Petersburg city, VA                      ",   Mar-20  ,"13,055","12,316",739,5.7
 CN5173500000000 ,51,735," Poquoson city, VA                        ",   Mar-20  ,"6,440","6,287",153,2.4
 CN5174000000000 ,51,740," Portsmouth city, VA                      ",   Mar-20  ,"44,632","42,924","1,708",3.8
 CN5175000000000 ,51,750," Radford city, VA                         ",   Mar-20  ,"8,875","8,545",330,3.7
 CN5176000000000 ,51,760," Richmond city, VA                        ",   Mar-20  ,"120,042","116,154","3,888",3.2
 CN5177000000000 ,51,770," Roanoke city, VA                         ",   Mar-20  ,"49,692","48,153","1,539",3.1
 CN5177500000000 ,51,775," Salem city, VA                           ",   Mar-20  ,"13,068","12,693",375,2.9
 CN5179000000000 ,51,790," Staunton city, VA                        ",   Mar-20  ,"12,352","12,032",320,2.6
 CN5180000000000 ,51,800," Suffolk city, VA                         ",   Mar-20  ,"45,509","44,165","1,344",3
 CN5181000000000 ,51,810," Virginia Beach city, VA                  ",   Mar-20  ,"235,133","228,939","6,194",2.6
 CN5182000000000 ,51,820," Waynesboro city, VA                      ",   Mar-20  ,"10,803","10,509",294,2.7
 CN5183000000000 ,51,830," Williamsburg city, VA                    ",   Mar-20  ,"6,792","6,526",266,3.9
 CN5184000000000 ,51,840," Winchester city, VA                      ",   Mar-20  ,"14,964","14,554",410,2.7
 CN5300100000000 ,53,1," Adams County, WA                         ",   Mar-20  ,"8,845","8,278",567,6.4
 CN5300300000000 ,53,3," Asotin County, WA                        ",   Mar-20  ,"10,450","10,002",448,4.3
 CN5300500000000 ,53,5," Benton County, WA                        ",   Mar-20  ,"103,505","97,012","6,493",6.3
 CN5300700000000 ,53,7," Chelan County, WA                        ",   Mar-20  ,"43,290","40,544","2,746",6.3
 CN5300900000000 ,53,9," Clallam County, WA                       ",   Mar-20  ,"29,078","27,033","2,045",7
 CN5301100000000 ,53,11," Clark County, WA                         ",   Mar-20  ,"248,483","235,572","12,911",5.2
 CN5301300000000 ,53,13," Columbia County, WA                      ",   Mar-20  ,"1,749","1,629",120,6.9
 CN5301500000000 ,53,15," Cowlitz County, WA                       ",   Mar-20  ,"48,756","45,456","3,300",6.8
 CN5301700000000 ,53,17," Douglas County, WA                       ",   Mar-20  ,"21,215","19,735","1,480",7
 CN5301900000000 ,53,19," Ferry County, WA                         ",   Mar-20  ,"2,580","2,266",314,12.2
 CN5302100000000 ,53,21," Franklin County, WA                      ",   Mar-20  ,"41,623","38,649","2,974",7.1
 CN5302300000000 ,53,23," Garfield County, WA                      ",   Mar-20  ,782,726,56,7.2
 CN5302500000000 ,53,25," Grant County, WA                         ",   Mar-20  ,"45,765","42,227","3,538",7.7
 CN5302700000000 ,53,27," Grays Harbor County, WA                  ",   Mar-20  ,"28,784","26,464","2,320",8.1
 CN5302900000000 ,53,29," Island County, WA                        ",   Mar-20  ,"36,643","34,572","2,071",5.7
 CN5303100000000 ,53,31," Jefferson County, WA                     ",   Mar-20  ,"12,873","12,057",816,6.3
 CN5303300000000 ,53,33," King County, WA                          ",   Mar-20  ,"1,283,248","1,215,584","67,664",5.3
 CN5303500000000 ,53,35," Kitsap County, WA                        ",   Mar-20  ,"130,853","124,063","6,790",5.2
 CN5303700000000 ,53,37," Kittitas County, WA                      ",   Mar-20  ,"23,531","21,822","1,709",7.3
 CN5303900000000 ,53,39," Klickitat County, WA                     ",   Mar-20  ,"9,701","9,094",607,6.3
 CN5304100000000 ,53,41," Lewis County, WA                         ",   Mar-20  ,"35,230","32,645","2,585",7.3
 CN5304300000000 ,53,43," Lincoln County, WA                       ",   Mar-20  ,"4,729","4,403",326,6.9
 CN5304500000000 ,53,45," Mason County, WA                         ",   Mar-20  ,"25,221","23,402","1,819",7.2
 CN5304700000000 ,53,47," Okanogan County, WA                      ",   Mar-20  ,"19,058","17,436","1,622",8.5
 CN5304900000000 ,53,49," Pacific County, WA                       ",   Mar-20  ,"8,193","7,541",652,8
 CN5305100000000 ,53,51," Pend Oreille County, WA                  ",   Mar-20  ,"5,073","4,624",449,8.9
 CN5305300000000 ,53,53," Pierce County, WA                        ",   Mar-20  ,"456,672","428,716","27,956",6.1
 CN5305500000000 ,53,55," San Juan County, WA                      ",   Mar-20  ,"8,116","7,692",424,5.2
 CN5305700000000 ,53,57," Skagit County, WA                        ",   Mar-20  ,"62,929","59,050","3,879",6.2
 CN5305900000000 ,53,59," Skamania County, WA                      ",   Mar-20  ,"5,643","5,320",323,5.7
 CN5306100000000 ,53,61," Snohomish County, WA                     ",   Mar-20  ,"435,884","412,735","23,149",5.3
 CN5306300000000 ,53,63," Spokane County, WA                       ",   Mar-20  ,"263,063","246,432","16,631",6.3
 CN5306500000000 ,53,65," Stevens County, WA                       ",   Mar-20  ,"19,325","17,580","1,745",9
 CN5306700000000 ,53,67," Thurston County, WA                      ",   Mar-20  ,"147,279","138,361","8,918",6.1
 CN5306900000000 ,53,69," Wahkiakum County, WA                     ",   Mar-20  ,"1,337","1,230",107,8
 CN5307100000000 ,53,71," Walla Walla County, WA                   ",   Mar-20  ,"30,554","28,818","1,736",5.7
 CN5307300000000 ,53,73," Whatcom County, WA                       ",   Mar-20  ,"117,972","110,986","6,986",5.9
 CN5307500000000 ,53,75," Whitman County, WA                       ",   Mar-20  ,"24,215","22,944","1,271",5.2
 CN5307700000000 ,53,77," Yakima County, WA                        ",   Mar-20  ,"128,463","118,418","10,045",7.8
 CN5400100000000 ,54,1," Barbour County, WV                       ",   Mar-20  ,"7,461","6,902",559,7.5
 CN5400300000000 ,54,3," Berkeley County, WV                      ",   Mar-20  ,"58,173","55,994","2,179",3.7
 CN5400500000000 ,54,5," Boone County, WV                         ",   Mar-20  ,"7,483","6,908",575,7.7
 CN5400700000000 ,54,7," Braxton County, WV                       ",   Mar-20  ,"5,415","4,777",638,11.8
 CN5400900000000 ,54,9," Brooke County, WV                        ",   Mar-20  ,"9,903","9,232",671,6.8
 CN5401100000000 ,54,11," Cabell County, WV                        ",   Mar-20  ,"41,560","39,644","1,916",4.6
 CN5401300000000 ,54,13," Calhoun County, WV                       ",   Mar-20  ,"2,679","2,138",541,20.2
 CN5401500000000 ,54,15," Clay County, WV                          ",   Mar-20  ,"3,266","2,844",422,12.9
 CN5401700000000 ,54,17," Doddridge County, WV                     ",   Mar-20  ,"3,911","3,686",225,5.8
 CN5401900000000 ,54,19," Fayette County, WV                       ",   Mar-20  ,"16,287","14,960","1,327",8.1
 CN5402100000000 ,54,21," Gilmer County, WV                        ",   Mar-20  ,"2,431","2,191",240,9.9
 CN5402300000000 ,54,23," Grant County, WV                         ",   Mar-20  ,"5,994","5,624",370,6.2
 CN5402500000000 ,54,25," Greenbrier County, WV                    ",   Mar-20  ,"15,704","14,724",980,6.2
 CN5402700000000 ,54,27," Hampshire County, WV                     ",   Mar-20  ,"10,813","10,343",470,4.3
 CN5402900000000 ,54,29," Hancock County, WV                       ",   Mar-20  ,"12,951","12,118",833,6.4
 CN5403100000000 ,54,31," Hardy County, WV                         ",   Mar-20  ,"5,852","5,497",355,6.1
 CN5403300000000 ,54,33," Harrison County, WV                      ",   Mar-20  ,"34,101","32,119","1,982",5.8
 CN5403500000000 ,54,35," Jackson County, WV                       ",   Mar-20  ,"12,429","11,534",895,7.2
 CN5403700000000 ,54,37," Jefferson County, WV                     ",   Mar-20  ,"30,261","29,263",998,3.3
 CN5403900000000 ,54,39," Kanawha County, WV                       ",   Mar-20  ,"82,440","77,954","4,486",5.4
 CN5404100000000 ,54,41," Lewis County, WV                         ",   Mar-20  ,"6,276","5,712",564,9
 CN5404300000000 ,54,43," Lincoln County, WV                       ",   Mar-20  ,"7,359","6,744",615,8.4
 CN5404500000000 ,54,45," Logan County, WV                         ",   Mar-20  ,"11,310","10,285","1,025",9.1
 CN5404700000000 ,54,47," McDowell County, WV                      ",   Mar-20  ,"4,554","4,001",553,12.1
 CN5404900000000 ,54,49," Marion County, WV                        ",   Mar-20  ,"25,647","24,115","1,532",6
 CN5405100000000 ,54,51," Marshall County, WV                      ",   Mar-20  ,"13,820","12,558","1,262",9.1
 CN5405300000000 ,54,53," Mason County, WV                         ",   Mar-20  ,"10,265","9,495",770,7.5
 CN5405500000000 ,54,55," Mercer County, WV                        ",   Mar-20  ,"21,232","19,802","1,430",6.7
 CN5405700000000 ,54,57," Mineral County, WV                       ",   Mar-20  ,"12,449","11,664",785,6.3
 CN5405900000000 ,54,59," Mingo County, WV                         ",   Mar-20  ,"6,940","6,111",829,11.9
 CN5406100000000 ,54,61," Monongalia County, WV                    ",   Mar-20  ,"55,494","53,327","2,167",3.9
 CN5406300000000 ,54,63," Monroe County, WV                        ",   Mar-20  ,"6,057","5,667",390,6.4
 CN5406500000000 ,54,65," Morgan County, WV                        ",   Mar-20  ,"8,207","7,852",355,4.3
 CN5406700000000 ,54,67," Nicholas County, WV                      ",   Mar-20  ,"9,417","8,486",931,9.9
 CN5406900000000 ,54,69," Ohio County, WV                          ",   Mar-20  ,"20,369","19,173","1,196",5.9
 CN5407100000000 ,54,71," Pendleton County, WV                     ",   Mar-20  ,"3,657","3,494",163,4.5
 CN5407300000000 ,54,73," Pleasants County, WV                     ",   Mar-20  ,"2,774","2,503",271,9.8
 CN5407500000000 ,54,75," Pocahontas County, WV                    ",   Mar-20  ,"4,243","3,981",262,6.2
 CN5407700000000 ,54,77," Preston County, WV                       ",   Mar-20  ,"15,850","14,935",915,5.8
 CN5407900000000 ,54,79," Putnam County, WV                        ",   Mar-20  ,"27,101","25,730","1,371",5.1
 CN5408100000000 ,54,81," Raleigh County, WV                       ",   Mar-20  ,"30,234","28,408","1,826",6
 CN5408300000000 ,54,83," Randolph County, WV                      ",   Mar-20  ,"12,472","11,581",891,7.1
 CN5408500000000 ,54,85," Ritchie County, WV                       ",   Mar-20  ,"4,471","4,104",367,8.2
 CN5408700000000 ,54,87," Roane County, WV                         ",   Mar-20  ,"5,232","4,591",641,12.3
 CN5408900000000 ,54,89," Summers County, WV                       ",   Mar-20  ,"4,353","4,031",322,7.4
 CN5409100000000 ,54,91," Taylor County, WV                        ",   Mar-20  ,"7,894","7,404",490,6.2
 CN5409300000000 ,54,93," Tucker County, WV                        ",   Mar-20  ,"3,395","3,158",237,7
 CN5409500000000 ,54,95," Tyler County, WV                         ",   Mar-20  ,"3,232","2,910",322,10
 CN5409700000000 ,54,97," Upshur County, WV                        ",   Mar-20  ,"9,753","9,026",727,7.5
 CN5409900000000 ,54,99," Wayne County, WV                         ",   Mar-20  ,"15,981","14,900","1,081",6.8
 CN5410100000000 ,54,101," Webster County, WV                       ",   Mar-20  ,"3,327","3,000",327,9.8
 CN5410300000000 ,54,103," Wetzel County, WV                        ",   Mar-20  ,"6,745","6,116",629,9.3
 CN5410500000000 ,54,105," Wirt County, WV                          ",   Mar-20  ,"2,338","2,076",262,11.2
 CN5410700000000 ,54,107," Wood County, WV                          ",   Mar-20  ,"36,396","34,015","2,381",6.5
 CN5410900000000 ,54,109," Wyoming County, WV                       ",   Mar-20  ,"7,008","6,409",599,8.5
 CN5500100000000 ,55,1," Adams County, WI                         ",   Mar-20  ,"7,951","7,384",567,7.1
 CN5500300000000 ,55,3," Ashland County, WI                       ",   Mar-20  ,"7,387","6,953",434,5.9
 CN5500500000000 ,55,5," Barron County, WI                        ",   Mar-20  ,"23,713","22,463","1,250",5.3
 CN5500700000000 ,55,7," Bayfield County, WI                      ",   Mar-20  ,"7,152","6,623",529,7.4
 CN5500900000000 ,55,9," Brown County, WI                         ",   Mar-20  ,"138,302","133,699","4,603",3.3
 CN5501100000000 ,55,11," Buffalo County, WI                       ",   Mar-20  ,"6,290","5,907",383,6.1
 CN5501300000000 ,55,13," Burnett County, WI                       ",   Mar-20  ,"6,993","6,458",535,7.7
 CN5501500000000 ,55,15," Calumet County, WI                       ",   Mar-20  ,"26,964","26,171",793,2.9
 CN5501700000000 ,55,17," Chippewa County, WI                      ",   Mar-20  ,"33,325","31,550","1,775",5.3
 CN5501900000000 ,55,19," Clark County, WI                         ",   Mar-20  ,"17,260","16,574",686,4
 CN5502100000000 ,55,21," Columbia County, WI                      ",   Mar-20  ,"31,332","30,174","1,158",3.7
 CN5502300000000 ,55,23," Crawford County, WI                      ",   Mar-20  ,"7,413","6,954",459,6.2
 CN5502500000000 ,55,25," Dane County, WI                          ",   Mar-20  ,"319,340","311,568","7,772",2.4
 CN5502700000000 ,55,27," Dodge County, WI                         ",   Mar-20  ,"46,485","44,849","1,636",3.5
 CN5502900000000 ,55,29," Door County, WI                          ",   Mar-20  ,"13,828","13,065",763,5.5
 CN5503100000000 ,55,31," Douglas County, WI                       ",   Mar-20  ,"22,874","21,537","1,337",5.8
 CN5503300000000 ,55,33," Dunn County, WI                          ",   Mar-20  ,"24,373","23,249","1,124",4.6
 CN5503500000000 ,55,35," Eau Claire County, WI                    ",   Mar-20  ,"58,080","56,178","1,902",3.3
 CN5503700000000 ,55,37," Florence County, WI                      ",   Mar-20  ,"2,146","2,027",119,5.5
 CN5503900000000 ,55,39," Fond du Lac County, WI                   ",   Mar-20  ,"55,411","53,511","1,900",3.4
 CN5504100000000 ,55,41," Forest County, WI                        ",   Mar-20  ,"3,960","3,703",257,6.5
 CN5504300000000 ,55,43," Grant County, WI                         ",   Mar-20  ,"27,779","26,684","1,095",3.9
 CN5504500000000 ,55,45," Green County, WI                         ",   Mar-20  ,"20,786","20,048",738,3.6
 CN5504700000000 ,55,47," Green Lake County, WI                    ",   Mar-20  ,"8,909","8,439",470,5.3
 CN5504900000000 ,55,49," Iowa County, WI                          ",   Mar-20  ,"13,529","12,979",550,4.1
 CN5505100000000 ,55,51," Iron County, WI                          ",   Mar-20  ,"2,482","2,304",178,7.2
 CN5505300000000 ,55,53," Jackson County, WI                       ",   Mar-20  ,"9,754","9,201",553,5.7
 CN5505500000000 ,55,55," Jefferson County, WI                     ",   Mar-20  ,"44,798","43,136","1,662",3.7
 CN5505700000000 ,55,57," Juneau County, WI                        ",   Mar-20  ,"13,102","12,509",593,4.5
 CN5505900000000 ,55,59," Kenosha County, WI                       ",   Mar-20  ,"87,575","83,728","3,847",4.4
 CN5506100000000 ,55,61," Kewaunee County, WI                      ",   Mar-20  ,"10,711","10,314",397,3.7
 CN5506300000000 ,55,63," La Crosse County, WI                     ",   Mar-20  ,"65,354","63,388","1,966",3
 CN5506500000000 ,55,65," Lafayette County, WI                     ",   Mar-20  ,"9,847","9,509",338,3.4
 CN5506700000000 ,55,67," Langlade County, WI                      ",   Mar-20  ,"9,115","8,630",485,5.3
 CN5506900000000 ,55,69," Lincoln County, WI                       ",   Mar-20  ,"14,515","13,780",735,5.1
 CN5507100000000 ,55,71," Manitowoc County, WI                     ",   Mar-20  ,"40,348","38,726","1,622",4
 CN5507300000000 ,55,73," Marathon County, WI                      ",   Mar-20  ,"71,683","69,415","2,268",3.2
 CN5507500000000 ,55,75," Marinette County, WI                     ",   Mar-20  ,"19,189","18,099","1,090",5.7
 CN5507700000000 ,55,77," Marquette County, WI                     ",   Mar-20  ,"7,600","7,200",400,5.3
 CN5507800000000 ,55,78," Menominee County, WI                     ",   Mar-20  ,"1,530","1,426",104,6.8
 CN5507900000000 ,55,79," Milwaukee County, WI                     ",   Mar-20  ,"455,680","436,689","18,991",4.2
 CN5508100000000 ,55,81," Monroe County, WI                        ",   Mar-20  ,"23,004","22,215",789,3.4
 CN5508300000000 ,55,83," Oconto County, WI                        ",   Mar-20  ,"20,203","19,187","1,016",5
 CN5508500000000 ,55,85," Oneida County, WI                        ",   Mar-20  ,"17,204","16,175","1,029",6
 CN5508700000000 ,55,87," Outagamie County, WI                     ",   Mar-20  ,"101,587","98,404","3,183",3.1
 CN5508900000000 ,55,89," Ozaukee County, WI                       ",   Mar-20  ,"47,800","46,461","1,339",2.8
 CN5509100000000 ,55,91," Pepin County, WI                         ",   Mar-20  ,"4,022","3,826",196,4.9
 CN5509300000000 ,55,93," Pierce County, WI                        ",   Mar-20  ,"24,952","23,804","1,148",4.6
 CN5509500000000 ,55,95," Polk County, WI                          ",   Mar-20  ,"24,584","23,041","1,543",6.3
 CN5509700000000 ,55,97," Portage County, WI                       ",   Mar-20  ,"38,169","36,696","1,473",3.9
 CN5509900000000 ,55,99," Price County, WI                         ",   Mar-20  ,"6,084","5,755",329,5.4
 CN5510100000000 ,55,101," Racine County, WI                        ",   Mar-20  ,"95,815","91,310","4,505",4.7
 CN5510300000000 ,55,103," Richland County, WI                      ",   Mar-20  ,"8,930","8,581",349,3.9
 CN5510500000000 ,55,105," Rock County, WI                          ",   Mar-20  ,"83,909","80,277","3,632",4.3
 CN5510700000000 ,55,107," Rusk County, WI                          ",   Mar-20  ,"6,564","6,181",383,5.8
 CN5510900000000 ,55,109," St. Croix County, WI                     ",   Mar-20  ,"49,982","47,717","2,265",4.5
 CN5511100000000 ,55,111," Sauk County, WI                          ",   Mar-20  ,"34,275","33,002","1,273",3.7
 CN5511300000000 ,55,113," Sawyer County, WI                        ",   Mar-20  ,"7,570","7,083",487,6.4
 CN5511500000000 ,55,115," Shawano County, WI                       ",   Mar-20  ,"20,657","19,815",842,4.1
 CN5511700000000 ,55,117," Sheboygan County, WI                     ",   Mar-20  ,"59,912","58,016","1,896",3.2
 CN5511900000000 ,55,119," Taylor County, WI                        ",   Mar-20  ,"10,778","10,206",572,5.3
 CN5512100000000 ,55,121," Trempealeau County, WI                   ",   Mar-20  ,"15,775","15,004",771,4.9
 CN5512300000000 ,55,123," Vernon County, WI                        ",   Mar-20  ,"14,943","14,280",663,4.4
 CN5512500000000 ,55,125," Vilas County, WI                         ",   Mar-20  ,"9,673","9,084",589,6.1
 CN5512700000000 ,55,127," Walworth County, WI                      ",   Mar-20  ,"56,068","53,956","2,112",3.8
 CN5512900000000 ,55,129," Washburn County, WI                      ",   Mar-20  ,"7,668","7,213",455,5.9
 CN5513100000000 ,55,131," Washington County, WI                    ",   Mar-20  ,"75,696","73,324","2,372",3.1
 CN5513300000000 ,55,133," Waukesha County, WI                      ",   Mar-20  ,"220,323","213,597","6,726",3.1
 CN5513500000000 ,55,135," Waupaca County, WI                       ",   Mar-20  ,"25,175","24,195",980,3.9
 CN5513700000000 ,55,137," Waushara County, WI                      ",   Mar-20  ,"10,953","10,371",582,5.3
 CN5513900000000 ,55,139," Winnebago County, WI                     ",   Mar-20  ,"90,146","87,400","2,746",3
 CN5514100000000 ,55,141," Wood County, WI                          ",   Mar-20  ,"33,986","32,420","1,566",4.6
 CN5600100000000 ,56,1," Albany County, WY                        ",   Mar-20  ,"20,645","19,693",952,4.6
 CN5600300000000 ,56,3," Big Horn County, WY                      ",   Mar-20  ,"5,141","4,750",391,7.6
 CN5600500000000 ,56,5," Campbell County, WY                      ",   Mar-20  ,"23,916","22,571","1,345",5.6
 CN5600700000000 ,56,7," Carbon County, WY                        ",   Mar-20  ,"7,556","7,108",448,5.9
 CN5600900000000 ,56,9," Converse County, WY                      ",   Mar-20  ,"8,771","8,356",415,4.7
 CN5601100000000 ,56,11," Crook County, WY                         ",   Mar-20  ,"3,678","3,493",185,5
 CN5601300000000 ,56,13," Fremont County, WY                       ",   Mar-20  ,"19,447","18,061","1,386",7.1
 CN5601500000000 ,56,15," Goshen County, WY                        ",   Mar-20  ,"6,468","6,127",341,5.3
 CN5601700000000 ,56,17," Hot Springs County, WY                   ",   Mar-20  ,"2,241","2,109",132,5.9
 CN5601900000000 ,56,19," Johnson County, WY                       ",   Mar-20  ,"3,963","3,709",254,6.4
 CN5602100000000 ,56,21," Laramie County, WY                       ",   Mar-20  ,"51,042","48,373","2,669",5.2
 CN5602300000000 ,56,23," Lincoln County, WY                       ",   Mar-20  ,"9,261","8,700",561,6.1
 CN5602500000000 ,56,25," Natrona County, WY                       ",   Mar-20  ,"41,123","38,610","2,513",6.1
 CN5602700000000 ,56,27," Niobrara County, WY                      ",   Mar-20  ,"1,207","1,157",50,4.1
 CN5602900000000 ,56,29," Park County, WY                          ",   Mar-20  ,"14,713","13,679","1,034",7
 CN5603100000000 ,56,31," Platte County, WY                        ",   Mar-20  ,"4,531","4,258",273,6
 CN5603300000000 ,56,33," Sheridan County, WY                      ",   Mar-20  ,"15,958","14,982",976,6.1
 CN5603500000000 ,56,35," Sublette County, WY                      ",   Mar-20  ,"3,962","3,590",372,9.4
 CN5603700000000 ,56,37," Sweetwater County, WY                    ",   Mar-20  ,"21,512","19,879","1,633",7.6
 CN5603900000000 ,56,39," Teton County, WY                         ",   Mar-20  ,"15,372","14,763",609,4
 CN5604100000000 ,56,41," Uinta County, WY                         ",   Mar-20  ,"9,316","8,712",604,6.5
 CN5604300000000 ,56,43," Washakie County, WY                      ",   Mar-20  ,"3,915","3,642",273,7
 CN5604500000000 ,56,45," Weston County, WY                        ",   Mar-20  ,"3,865","3,695",170,4.4
 CN7200100000000 ,72,1," Adjuntas Municipio, PR                   ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7200300000000 ,72,3," Aguada Municipio, PR                     ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7200500000000 ,72,5," Aguadilla Municipio, PR                  ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7200700000000 ,72,7," Aguas Buenas Municipio, PR               ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7200900000000 ,72,9," Aibonito Municipio, PR                   ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7201100000000 ,72,11," Anasco Municipio, PR                     ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7201300000000 ,72,13," Arecibo Municipio, PR                    ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7201500000000 ,72,15," Arroyo Municipio, PR                     ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7201700000000 ,72,17," Barceloneta Municipio, PR                ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7201900000000 ,72,19," Barranquitas Municipio, PR               ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7202100000000 ,72,21," Bayamon Municipio, PR                    ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7202300000000 ,72,23," Cabo Rojo Municipio, PR                  ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7202500000000 ,72,25," Caguas Municipio, PR                     ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7202700000000 ,72,27," Camuy Municipio, PR                      ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7202900000000 ,72,29," Canovanas Municipio, PR                  ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7203100000000 ,72,31," Carolina Municipio, PR                   ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7203300000000 ,72,33," Catano Municipio, PR                     ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7203500000000 ,72,35," Cayey Municipio, PR                      ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7203700000000 ,72,37," Ceiba Municipio, PR                      ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7203900000000 ,72,39," Ciales Municipio, PR                     ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7204100000000 ,72,41," Cidra Municipio, PR                      ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7204300000000 ,72,43," Coamo Municipio, PR                      ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7204500000000 ,72,45," Comerio Municipio, PR                    ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7204700000000 ,72,47," Corozal Municipio, PR                    ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7204900000000 ,72,49," Culebra Municipio, PR                    ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7205100000000 ,72,51," Dorado Municipio, PR                     ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7205300000000 ,72,53," Fajardo Municipio, PR                    ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7205400000000 ,72,54," Florida Municipio, PR                    ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7205500000000 ,72,55," Guanica Municipio, PR                    ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7205700000000 ,72,57," Guayama Municipio, PR                    ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7205900000000 ,72,59," Guayanilla Municipio, PR                 ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7206100000000 ,72,61," Guaynabo Municipio, PR                   ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7206300000000 ,72,63," Gurabo Municipio, PR                     ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7206500000000 ,72,65," Hatillo Municipio, PR                    ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7206700000000 ,72,67," Hormigueros Municipio, PR                ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7206900000000 ,72,69," Humacao Municipio, PR                    ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7207100000000 ,72,71," Isabela Municipio, PR                    ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7207300000000 ,72,73," Jayuya Municipio, PR                     ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7207500000000 ,72,75," Juana Diaz Municipio, PR                 ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
